"papers_name","papers_url","papers_autor","papers_periodo"
"Efecto del guácimo (Guazuma ulmifolia), carao (Cassia grandis) y roble (Tabebuia rosea) sobre la productividad primaria neta aérea y composición florística de pasturas naturales en Muy Muy y Matiguás, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4891","Zapata Arango, Piedad C.","2010"
"Estimation of tree cover contribution to climate regulation and biodiversity conservation: a methodology design and application in Chiapas, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4974","Marinidou, Eleni","2009"
"Plan de ordenamiento territorial de la subcuenca del río Jucuapa, Matagalpa, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4196","Escobar García, J.E.","2008"
"Opportunities and limitations for the positioning of Costa Rican coffee producers and their collective enterprises in differentiated coffee markets","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5378","López Rosse Antequera, José L.","2008"
"Uso del suelo, actividades productivas agropecuarias a nivel cantonal y el potencial de conectividad ecológica entre Areas Silvestres Protegidas de Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5629","Esquivel Acosta, Alfredo C.","2012"
"Impacto socioeconómico y ambiental de la certificación orgánica-comercio justo de café (Coffea arabica) en la Región Frailesca, Chiapas, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5547","Aguilar Ruiz, Julio A.","2012"
"Territorial ordering plan for the Jucuapa river sub-watershed, Matagalpa, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5583","Escobar García, José E.","2008"
"Estimation of tree cover contribution to climate regulation and biodiversity conservation: a methodology design and application in Chiapas, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1714","Marinidou, E.","2009"
"Oportunidades y limitaciones para el posicionamiento de pequeños cafetaleros de Costa Rica y sus empresas asociativas en mercados de cafés diferenciados","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/3255","López Rosse Antequera, J.L.","2008"
"Caracterización de la capacidad de innovación de los actores involucrados en los sistemas de Producción de hortalizas bajo ambiente controlado, en la Región Trifinio (Honduras, Guatemala y El Salvador)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4617","Castellanos Valerio, Wendy L.","2009"
"Análisis de la agrocadena de lácteos en la zona sur de Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4364","López Soriano, Magdiel","2009"
"Análisis del estado actual de la producción y comercialización de Eucalyptus camaldulensisen la comunidad de Cristo Rey, León, Nicaragua / Margarita del Carmen Nieto","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8507","Nieto, Margarita del Carmen","2015"
"Identificación de los usos y conocimientos bioculturales q’eqchi’es de las plantas que aportan a la seguridad alimentaria y a la conservación de la agrobiodiversidad en las comunidades de Salac 1 y Julhix, Alta Verapaz, Guatemala","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7161","Merlo Hernández, Nancy; Pérez Olmos, Karina Nicol","2015"
"Conocimiento local y decisiones de los productores de Alto Beni, Bolivia, sobre el diseño y manejo de la sombra en sus cacaotales","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/909","Ortiz González, Meivis","2006"
"Densidad y diversidad de nemátodos en sistemas agroforestales de café en asocio con bananos y sombra de leguminosas en Jinotega, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1082","García Salazar, Julia M.","2012"
"Construyendo programas de educación y extensión rural sostenibles","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/935","Lopes, Sandro Wendell de Mont Serrat","2013"
"Characterization of the agroecological and socioeconomic potential of the production, use and management of seed potatoes (Solanum tuberosum) in the area Trifinio, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/761","Hernández Hernández, L.O.","2009"
"Cambio tecnológico del cultivo de plátano en el Valle del Cibao, República Dominicana: el caso del cv. FHIA-21 (Musa AAAB)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/598","Espinosa Tasón, J.A.","2011"
"Estimated investment cost for the implementation of good practices in livestock farms to choose a sustainable certification: case study of the region Esparza, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1708","Castro Vargas, R.E.","2011"
"Identificación de innovaciones en las unidades de producción caprina y su relación con la seguridad alimentaria y nutricional e ingresos de las familias rurales de Quiché, Guatemala","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8161","Alvarenga Ayala, Francisco","2015"
"Comportamiento productivo del café (Coffea arabica var caturra), el poró (Erythrina poeppigiana), el amarillón (Terminalia amazonia) y el cashá (Chloroleucon eurycyclum) en sistemas agroforestales bajo manejos convencionales y orgánicos en Turrialba, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/3539","Merlo Caballero, M.E.","2007"
"Estimación del costo de inversión para la implementación de buenas prácticas ambientales en fincas ganaderas para optar por una certificación sostenible: Estudio de caso de la región Esparza, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8004","Castro Vargas, Rodrigo Enrique","2013-06-05"
"Caracterización del potencial agroecológico y socioeconómico de la producción, uso y manejo de semilla de papa (Solanum tuberosum), en la zona Trifinio, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8054","Hernández Hernández, Liseth Oliveth","2013-06-12"
"Estimated investment cost for the implementation of good practices in livestock farMON to choose a sustainable certification: case study of the region Esparza, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4970","Castro Vargas, Rodrigo E.","2011"
"Balance de nutrientes en sistemas agroforestales de cacao (theobroma cacao) orgánico en el municipio de Waslala, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7923","Estrada Garro, Francisco J.","2013-06-07"
"Diálogo de saberes en el proyecto piloto de ciencia abierta y colaborativa para la adaptación al cambio climático en el Bosque Modelo Reventazón, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8175","Guallpa Rivera, Raquel L.","2015"
"Evaluación de la percepción y los factores determinantes en la implementación de medidas de adaptación al cambio y variabilidad climática por los productores de leche de la cuenca del río La Villa, Panamá","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8057","Velarde Andrade, Luz Marina","2013-08-08"
"Reading the Talamanca landscape: land use and livelihoods in the Bribri and Cabécar indigenous territories","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5480","Philipp Whelan, Mathew","2005"
"Relación del suelo con el crecimiento inicial y contenido foliar de teca (Tectona grandis), y adaptación de leguminosas para control de arvenses bajo un sistema fertirriego en Campeche, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5488","Sima González, Shenia A.","2010"
"Utilization of endophytic bacteria and fungi for the biological control of the burrowing nematode Radopholus similis (Cobb) Thorn","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5635","Chaves Méndez, N.P.","2007"
"Nutrient balance in agroforestry systems of organic cacao (Theobroma cacao) in Waslala, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5619","Estrada Garro, Francisco J.","2011"
"Valoración comparativa de la macrofauna de lombrices en sistemas agroforestales de café orgánico y convencional en contraste con cultivos en pleno sol y bosque, durante la época lluviosa y seca en Turrialba, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5638","Vásquez Vela, Ana Lucía M.","2014"
"Efecto del biocarbón en cacao orgánico (Theobroma cacao L.) y manejo biológico del Mal de Panamá (Fusarium Oxysporum f.sp cubense) con biocarbón y microorganismos benéficos","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7142","Acosta Buitrago, Jorge O.","2014"
"Cambios en la cobertura del suelo y cuantificación del carbono almacenado en los diferentes usos de la tierra como lineamientos en el desarrollo de estrategias de mitigación ante el cambio climático en la zona de amortiguamiento de la Reserva de Biosfera Río Plátano, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7079","Lazo Ulloa, Amy A.","2014"
"Determinación de medios y estrategias de vida, nutrición rural y uso de agro biodiversidad con enfoque de género para el desarrollo sostenible en cuatro comunidades del municipio de Waslala, región autónoma del Atlántico Norte, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8595","Gutiérrez Velásquez, Claudia","2016"
"Modelación hidrológica para evaluar los niveles de erosión hídrica y producción de sedimentos en diferentes usos y coberturas de la tierra y su efecto en la calidad del agua en la subcuenca del río San Francisco, cuenca del lago de Atitlán, Guatemala","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8596","Bocel Chiroy, Juan C.","2016"
"Caracterización morfológica de 200 accesiones de chile (Capsicum spp.) del banco de germoplasma del Centro Agronómico Tropical de Investigación y Enseñanza (CATIE)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4587","Paredes Andrade, Nelly J.","2012"
"Factores socioeconómicos que influyen sobre la presencia de árboles en fincas del paisaje Centinela Nicaragua-Honduras, en Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8592","Santos, Moreira Nayara dos","2016"
"Relación del suelo con el crecimiento inicial y contenido foliar de teca (Tectona grandis), y adaptación de leguminosas para control de arvenses bajo un sistema fertirriego en Campeche, MéxicoTesis de maestría","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/3793","Sima González, S.A.","2010"
"Productive behavior of the coffee (Coffea arabica var caturra), the poro (Erythrina poeppigiana), the amarillon (Terminalia amazonia), the casha (Chloroleucon eurycyclum) in agroforestry systeMON under managements conventionals and organics in Turrialba, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5459","Merlo Caballero, Marvin E.","2007"
"Equidad y bioculturalidad: su contribución a la seguridad alimentaria y el desarrollo local sostenible en la Huasteca Baja Veracruzana, Veracruz, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8153","Dimas Celestino, César","2015"
"Construyendo programas de educación y extensión rural sostenibles","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4682","Lopes, Sandro Wendell de Mont Serrat","2013"
"Evaluación de dos protocolos para la inducción de embiogénesis somática en clones de cacao (Theobroma cacao L.) seleccionados por el Programa de Mejoramiento Genético de Cacao del CATIE","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1924","Mata Quirós, Allan","2013"
"Conocimiento local y decisiones de los productores de Alto Beni, Bolivia, sobre el diseño y manejo de la sombra en sus cacaotales","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4676","Ortiz González, Meivis","2006"
"Characterization of the agroecological and socioeconomic potential of the production, use and management of seed potatoes (Solanum tuberosum) in the area Trifinio, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4613","Hernández Hernández, Liseth O.","2009"
"Cambio tecnológico del cultivo de plátano en el Valle del Cibao, República Dominicana: el caso del cv. FHIA-21 (Musa AAAB)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4556","Espinosa Tasón, Jaime A.","2011"
"Evaluation of land use capacity for cabbage, corn and carrot crops under two different technologies in the La Soledad micro-watershed in the Valle de Angeles, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5101","Parrado Grajales, Francisco J.","2004"
"Elaboración participativa de planes de acción en dos comunidades del Municipio de Apuí, Estado de Amazonas, Brasil","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8672","Mello Bourroul, Pedro","2017"
"Uso de hongos endofíticos de Trichoderma spp. para el biocontrol del mal de Panamá (Fusarium oxisporum f. sp. cubense) raza tropical 1 en vitroplantas del cultivar gros michel (AAA)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5623","Caballero Hernández, Alvaro J.","2011"
"Escalamiento territorial de manejo de cuencas en el contexto municipal de Valle de Ángeles, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5520","Cárcamo Ardón, Jorge A.","2008"
"Creación de institucionalidad para una efectiva gobernanza de los recursos naturales, el caso de la subcuenca del Río Jucuapa, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1009","Villamagua Vergara, G.C.","2011"
"El PIA desde el principio: 2008 y 2009 Logros, desafíos y oportunidades. Sistematización del Programa Integral de Alimentos (PIA). Documento final","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1587","Baker Botelho, A.C.; Melo Virginio Filho, E. de","2010"
"Manejo Integrado de Plagas No. 52. Revista completa","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7197","Varios","1999"
"Formulación participativa de una estrategia local de desarrollo sostenible bajo cambio climático en el municipio de Santa Rita y la comunidad de Tierra Fría No.1, departamento de Copán, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8526","Peña Castellón, Carmen M.; Cogollo Zapata, Erick","2016"
"Manejo Integrado de Plagas. Número 60. Revista Completa","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7536","Unknown author","2001"
"Creación de institucionalidad para una efectiva gobernanza de los recursos naturales, el caso de la subcuenca del Río Jucuapa, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4701","Villamagua Vergara, Gabriela C.","2011"
"Are we learning? Strengthening local people's capacities to facilitate the recuperation of degraded pasture lands in Central America","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4516","Bautista Solís, Pável","2012"
"Escalamiento de los procesos y experiencias de cogestión de cuencas en la subcuenca del Río Aguas Calientes a la subcuenca del Río Inalí y la subcuenca del Río Musunce, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/3930","Benavides López, D. N.","2007"
"Consideraciones epidemiológicas para el manejo de la marchitez por Fusarium (Fusarium oxysporum f. sp. cubense) del banano en la región central del Perú","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/926","Román Jeri, Carlos H.","2012"
"Caracterización de la capacidad adaptativa en Nicaragua: contexto político para la inclusión de los servicios ecosistémicos en la adaptación del sector hidroeléctrico","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/647","Saini, M.","2009"
"A participative evaluation of improved forages for sustainable management of natural resources in the Jucuapa river subwatershed, Matagalpa, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/48","Payán Masis, A.Y.","2006"
"Alternativas de escalonamiento para organizaciones empresariales de pequeños productores en cadenas productivas de Talamanca, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/264","Escobedo Aguilar, A,A.","2009"
"Evaluación metodológica del enfoque de ecoagricultura para medir el desempeño de un paisaje con matríz agropecuaria en la subcuenca del río Copán, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2017","Bejarano Banegas, Luis F.","2009"
"Seguridad alimentaria en comunidades indígenas de Costa Rica: el caso de comunidades Cabécar de Alto Chirripó","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/3939","Chalampuente Flores, D.S.","2012"
"Governability and institutionality for the management, protection and use of water resources in the municipality of Valle de Angeles, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2247","Angulo Aguilar, O.G.","2007"
"Identificación de la vulnerabilidad en los medios de vida de las familias cafetaleras y sus posibles estrategias de adaptación al cambio climático en el norte de Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5194","Baca Gómez, María G.","2011"
"Ecological risk assessment of current-use pesticides in the Sixaola Watershed, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4830","Polidoro, Beth A.","2007"
"Estrategias de vida de los hogares rurales como punto de partida para el desarrollo empresarial rural en Alto Beni, Bolivia","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/3925","Abruzzese Aguirre, Renzo A.","2010"
"Alternativas de escalonamiento para organizaciones empresariales de pequeños productores en cadenas productivas de Talamanca, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8028","Escobedo Aguilar, Adriana de los Ángeles","2013-06-07"
"Evaluación del impacto del uso ganadero sobre suelo y vegetación en el Sistema Agroforestal Quesungual (SAQ) en el sur de Lempira, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8013","García Inestroza, Edwin Daniel","2013-06-09"
"Seguridad alimentaria en comunidades indígenas de Costa Rica: el caso de comunidades Cabécar de Alto Chirripó","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5523","Chalampuente Flores, Doris S.","2012"
"Estándar para el aprovechamiento económico sostenible de los sistemas de uso directo (productivos agropecuarios y extractivos), indirecto (servicios ecoturísticos y locales) y su combinación (artesanía), en áreas protegidas traslapadas con grupos étnicos de Parques Nacionales Naturales de Colombia","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8605","Rozo Melo, Adriana M.","2016"
"Metodología para la evaluación del entorno político, socioeconómico y ambiental para un programa de crecimiento verde e inclusivo : estudio de caso en paisajes productivos de Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8247","Vignola, Raffaele; Otárola, Marco; Majano, Ana María; Kilian, Bernard","2014"
"Diversidad y almacenamiento de carbono, en dos sitios con diferente grado de intensificación de uso de suelo de Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8278","Caicedo Albán, Willan J.","2016"
"Evaluación de la percepción y los factores determinantes en la implementación de medidas de adaptación al cambio y variabilidad climática por los productores de leche de la cuenca del río La Villa, Panamá","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1947","Velarde Andrade, Luz Marina","2012"
"Identificación de la vulnerabilidad en los medios de vida de las familias cafetaleras y sus posibles estrategias de adaptación al cambio climático en el norte de Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2311","Baca Gómez, María G.","2011"
"Evaluación y caracterización de selecciones clonales de cacao (Theobroma cacao L.) del Programa de Mejoramiento del CATIE","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5084","Pérez Zúñiga, José I.","2009"
"Impactos humanos en la provisión de servicios ecosistémicos por bosques tropicales muy húmedos: un enfoque de ecología funcional","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5221","Aquino Yaringaño, Sandro","2010"
"Contribución de las especies leñosas en los medios de vida y la producción ganadera en Tenantitla, Municipio de Benito Juárez, Veracruz, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8619","Hernández Hernández, Erika","2017"
"Governability and institutionality for the management, protection and use of water resources in the municipality of Valle de Angeles, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5177","Angulo Aguilar, Oscar G.","2007"
"Evaluación de la percepción y los factores determinantes en la implementación de medidas de adaptación al cambio y variabilidad climática por los productores de leche de la cuenca del río La Villa, Panamá","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5033","Velarde Andrade, Luz Marina","2012"
"Agroforestería en las Américas No. 43-44. Revista Completa","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7614","Unknown author","2005"
"Efecto de la sombra del café y el manejo sobre la incidencia, severidad, cantidad de inóculo y dispersión de Hemileia vastatrix en Turrialba, Costa Rcia","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7054","Pico Rosado, Jimmy T.","2014"
"Dinámica de la materia orgánica del suelo en sistemas agroforestales de café con Erythrina poeppigiana (Walpers) O.F. Cook en Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4822","Zuluaga Peláez, John J.","2004"
"A participative evaluation of improved forages for sustainable management of natural resources in the Jucuapa river subwatershed, Matagalpa, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4367","Payán Masis, Arlen Y.","2006"
"Relación entre la diversidad de Herpetofauna en sistemas silvopastoriles, la calidad del agua y el bienestar de los productores en el municipio de Matiguás (Matagalpa, Nicaragua)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5491","Gómez Martínez, Mario J.","2007"
"Percepciones y valoración de los productores cacaoteros del Alto Beni sobre el Sistema Agroforestal sucesionaol multiestrato","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6655","Quelga Llanque, A.S.","2005"
"Caracterización de la capacidad adaptativa en Nicaragua: contexto político para la inclusión de los servicios ecosistémicos en la adaptación del sector hidroeléctrico","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4573","Saini, Michel","2009"
"Consideraciones epidemiológicas para el manejo de la marchitez por Fusarium (Fusarium oxysporum f. sp. cubense) del banano en la región central del Perú","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4680","Román Jeri, Carlos H.","2012"
"Alternativas de escalonamiento para organizaciones empresariales de pequeños productores en cadenas productivas de Talamanca, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4421","Escobedo Aguilar, Adriana de los A.","2009"
"Sustainability evaluation of community forest management for identifying investment priorities in Mexican ejidos","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4150","Morán Montaño, M.","2005"
"Potencialidades de pago del servicio ecosistémico hídrico en sistemas agroforestales, en áreas prioritarias de abastecimiento de agua para consumo humano en la Cuenca alta del Río Bobo, Nariño, Colombia","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5431","Vela Enríquez, María E.","2009"
"Agroforestería en las Américas No. 47. Revista Completa","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7618","Unknown author","2009"
"Revista Recursos Naturales y Ambiente No. 56-57","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7306","Unknown author","2009"
"Agroforestería en las Américas No. 50. Revista Completa","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7296","Unknown author","2013"
"Revista Recursos Naturales y Ambiente No. 59-60","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7156","Unknown author","2010"
"Sistemas agroforestales: funciones productivas, socioeconómicas y ambientales","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7124","Montagnini, Florencia; Somarriba, Eduardo; Fassola, Hugo; Eibl, Beatriz","2015"
"Las plantaciones de teca en América Latina","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2763","Camino Velozo, Ronnie de","2013"
"Las plantaciones de teca en América Latina","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2854","Camino Velozo, Ronnie de","2013"
