"papers_name","papers_url","papers_autor","papers_periodo"
"Entomofauna asociada a maíz de temporal con diferentes manejos de malezas en Chiapas, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6213","Silva Aparicio, M.; Castro Ramírez, A.E.; León Cortés, J.L.; Ishiki Ishihara, M.","2003"
"Potencial de hormigas como depredadoras de la broca del café (Hypothenemus hampei) en Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6683","Varón, E.H.; Hanson, Paul; Borbón, O.; Carballo, Manuel; Hilje Quirós, Luko","2004"
"Evaluación de métodos de cría del ácaro Amblyseius largoensis","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6277","Rodríguez M, H.; Ramos L, M.","2003"
"Evaluando la diversidad de plantas en los agroecosistemas como estrategia para el control de plagas","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6291","Muriel R, S.B.; Vélez V, L.D.","2004"
"Incidencia de moscas de la fruta de importancia económica sobre Citrus aurantium (Rutaceae) en Tucumán, Argentina","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6381","Schliserman, P.; Ovruski, S.M.","2004"
"Info CATIE México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7763","Unknown author","2013-09-09"
"Detección del viroide de la exocortis en una plantación comercial de naranja dulce, utilizando la selección 861-S1 del cidro Etrog (Citrus medica L.)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6034","Villalobos, W.; Moreira, L.; Alfaro, V.H.; Yglesias, G.; Rivera, C.","2004"
"Caracterización morfológica de larvas de Anastrepha obliqua y Anastrepha suspensa en Cuba","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5873","Rodríguez, Y.; Blanco, E.; Rodríguez, A.M.","2004"
"Nuevos registros de hongos en semillas de Oryza sativa en Cuba","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6615","Barrios, L.M.; Pérez, I.O.","2005"
"Micobiota epífita y contaminantes fungosos del establecimiento in vitro de Eucalyptus grandis","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6575","Acosta, M.; Alvarado, Y.; Cruz, M.; Leiva, M.; Delgado, L.","2005"
"Artículo I. Optimización de prácticas agroecológicas bajo enfoque de agricultura climáticamente inteligente en huertos caseros del Trifinio","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8469","Aguilar Medina, Josué D.","2016"
"Insectos polinizadores de frutales tropicales: no solo las abejas llevan la miel al panal","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6417","Peña, J.E.","2003"
"Manejo Integrado de Plagas y Agroecología. Número 70. Revista Completa","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7634","Unknown author","2003"
"Optimización de prácticas agroecológicas bajo enfoque de agricultura climáticamente inteligente en huertos caseros del Trifinio","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8222","Aguilar Medina, Josué D.","2016"
"Evaluación de fuentes de fertilización orgánica para tomate de invernadero en Oaxaca, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6264","Mendoza Netzahual, H.; Carrillo Rodríguez, J.C.; Perales Segovia, C.; Ruiz Vega, J.","2003"
"Selección y caracterización genética por RAPD de linajes de Beauveria bassiana para el control de Homalinotus coriaceus","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6802","Araujo, R.P.C.; Ferreira, J.M.S.; Tigano, M.S.; Sarro, F.B.; Costa, C.","2004"
"Efecto de tres fungicidas sobre siete aislamientos del entomopatógeno Lecanicillium (=Verticillium) lecanii","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6121","Olán H, J.F.; Cortez M, H.","2003"
"Termitas asociadas a plantaciones e Eucalyptus spp. en una reforestadora en Magdalena, Colombia","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6848","Gutiérrez, A.I.; Uribe, S.; Quiroz, J.A.","2004"
"Optimización de prácticas agroecológicas bajo enfoque de agricultura climáticamente inteligente en huertos caseros del Trifinio","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8468","Aguilar Medina, Josué D.","2016"
"Control del saltahojas de la caña de azúcar Perkinsiella saccharicida con los hongos Metarhizium anisopliae y Beauveria bassiana en el ingenio San Carlos, en Ecuador","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5971","Badilla Fernández, Francisco; Jara, W.; Gordillo, W.","2004"
"Escalonando aprendizajes de lo sectorial a lo territorial, experiencias del MAP en la región del Trifinio","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7841","Padilla, Danilo","2015-11-03"
"El desarrollo de la capacidad emprendedora: una apuesta del MAP-CATIE para lograr la autonomía económica de mujeres y jóvenes en la Región del Trifinio","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7835","Padilla, Danilo; Rodriguez, L.; Hernandez, L.","2015-11-03"
"Evaluación de la fecundidad de hembras de Phyllophaga obsoleta capturadas con trampas de luz en La Esperanza, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6273","Vásquez, L.","2003"
"Abundancia estacional de Doru luteipes en el cultivo de maíz en Sao Paulo, Brasil","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5732","Guerreiro, J.C.; Berti Filho, E.; Busoli, A.C.","2003"
"Experiencias iniciales con alternativas al bromuro de metilo en tomate","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6304","Gilreath, J.P.; Noling, J.W.; Jones, J.P.; Overman, A.J.; Santos, B.M.","2003"
"Joe Saunders: pionero y maestro del manejo integrado de plagas en América Central","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6435","Hilje Quirós, Luko","2003"
"Inventario y fluctuación de áfidos alados en Caripe, Venezuela","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6426","Carrera, A.; Cermeli, M.","2003"
"Cómo determinar la repelencia de sustancias aleloquímicas sobre las moscas blancas","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5908","Hilje Quirós, Luko","2005"
"Patogenicidad de aislamientos de nucleopolyhedrovirus (NPV) procedentes de larvas de Spodoptera exigua y S. littoralis sobre larvas de S. frugiperda","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6642","Guimaraes, F.R.; Beserra, E.B.; Santiago Alvarez, C.; Vargas Osuna, E.","2003"
"Evaluación de diseños de trampa, altura de colocación y tamaño de dispensadores de feromona en la captura de adultos de Spodoptera frugiperda","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6261","Salas, J.","2003"
"Posibilidades del uso de nematodos entomopatógenos para el control de Aeneolamia varia en caña de azúcar","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6679","Ferrer, F.; Arias, M.; Trelles, A.; Palencia, G.; Navarro, J.M.; Colmenarez, R.","2004"
"Informe de país: Logros e impactos 2011","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7839","López Payés, Julio","2015-11-03"
"Sistematización de la experiencia de la Escuela de Agricultura Ecológica U Yits Ka’an y su efecto sobre los medios de vida de las familias participantes en el municipio de Maní, Yucatán, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8214","Hernández Galindo, Florentina","2015"
"SeqSam, un programa para la elaboración de planes de muestreo secuencial","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6805","Casanoves, Fernando; Di Rienzo, Julio A.","2006"
"Capitales de vida: las familias productoras de quinua, sus capitales y la seguridad alimentaria en la provincia centro de Boyacá, Colombia","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8628","Higuera Mora, Nubia C.; Rivas Platero, Gonzalo G.; Gutiérrez Montes, Isabel A.; Cárdenas Chacón, Jeanette M.; Cárdenas Bejarano, Gustavo E.; García González, Daniel G.; González, Edelmira","2011"
"Escuela de campo para promotores y promotoras de La Selva Chiapas, México. Módulo 2. Manejo integral de la unidad de producción y la seguridad alimentaria. Cuaderno de capacitación.","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7013","Rivas Platero, Gonzalo G.; Gutiérrez Montes, Isabel A.; Yépez Pacheco, Cristina; Vega Márquez, Lina; Pinto Decelis, Gustavo","2007"
"Crianza de artrópodos para el control biológico de malezas","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5989","Norambuena, H.","2003"
"Manejo Integrado de Plagas y Agroecología. Número 66. Revista Completa","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7628","Unknown author","2002"
"Manejo Integrado de Plagas y Agroecología. Número 68. Revista Completa","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7630","Unknown author","2003"
"Potencialidad para la intensificación agroecológica en sistemas agroforestales con cacao y café en los departamentos Norte y Noreste de Haití","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8571","Lohier, Virgiles","2016"
"Densidad y diversidad de nematodos fitoparásitos y de suelo en sistemas orgánicos y convencionales de café en asocio con banano en el Valle Central y Occidental de Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7122","Chaves Gómez, María E.","2014"
"Principales cambios en las fincas ganaderas de productores que participaron en escuelas de campo de la región Trifinio, Centroamérica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7769","Banegas, K.; Moscoso, C.; Nieuwenhyse, A.; Ibrahim, Muhammad Akbar; Gutiérrez Montes, Isabel A.","2013"
"Evolución, aplicación y futuro de la agroforestería en Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7950","Orozco Aguilar, Luis; López Sampson, Arlene","2013-07-23"
"Preparación de lixiviados de compost y lombricompost","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6694","Larco, E.","2004"
"Evolución, aplicación y futuro de la agroforestería en Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6296","Orozco Aguilar, Luis; López Sampson, Arlene","2013"
"Determinación del sexo del picudo en chile","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6037","Pérez J, O.; Blanco M, H.","2003"
"La estadística no paramétrica para el análisis e intrpretación de estudios de plagas: alternativas al análisis de varianza","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6455","Santos, Bienlinski M.; Gilreath, James P.; Arbona, Ramón; Pimentel, Angel .R.","2005"
"Manejo Integrado de Plagas y Agroecología. Número 65. Revista Completa","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7626","Unknown author","2002"
"Manejo Integrado de Plagas y Agroecología. Número 77. Revista Completa","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7646","Unknown author","2006"
"Informe de país: Logros e impactos 2010","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7878","Unknown author","2015-11-03"
"Informe de país: Logros e impactos 2011","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7850","Juárez, Modesto","2015-11-03"
"Informe de país: Logros e impactos 2011","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7849","Juárez, Modesto","2015-11-03"
"Development of a granular base formulation for the biological control of leaf cutting ants (Atta ssp.)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1179","Herrera Salazar, E.E.","2009"
"Development of a granular base formulation for the biological control of leaf cutting ants (Atta ssp.)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4777","Herrera Salazar, Ena E.","2009"
"Bancos comunitarios de semillas criollas : una opción para la conservación de la agrobiodiversidad","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7184","Rivas Platero, Gonzalo G.; Rodríguez Cortés, Angela M.; Padilla Castillo, Danilo; Hernández Hernández, Liseth; Suchini Ramírez, José G.","2013"
"Combate de Liriomyza spp. en crisantemo mediante el uso de una aspiradora","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5900","Huerta P, R.A.; Lomeli Flores, J.R.; Trujillo A, J.; Hernández C, A.","2003"
"Efecto de preparados homeopáticos en indicadores de calidad de suelos provenientes de manejo convencional","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4885","Barbosa, Natashia M.","2013"
"Informe País 2010: Guatemala","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7838","Unknown author","2015-09-06"
"Info CATIE El Salvador","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7829","Unknown author","2013-09-04"
"Creando un futuro mejor... con el trabajo de todos","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4331","Unknown author","2005"
"Educación ambiental en Kenscoff, Haití : una necesidad insatisfecha","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7211","Laforest, Stephany","2015"
"Eficacia del farnesol y de un extracto de semilla de ayote como repelentes de Atta mexicana","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6133","Palacios F, F.Y.; Gladstone, S.","2003"
"Sistematización de la experiencia de las Fiestas de Semillas Nativas e identificación de los impactos generados en el uso de las variedades de semillas de maíz en la Región de los Chenes, Municipio de Hopelchén, Campeche, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8174","Tzec Caamal, Nora S.","2015"
"Artículo I. Análisis de la resiliencia para la construcción de paz territorial en el municipio de Albán, microcuencas Hatillo y Cebadero, Nariño, Colombia","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8780","Morán Morillo, Juan C.","2018"
"Mujer, manejo de la agrobiodiversidad y su relación con los medios de vida en dos localidades del municipio de San Juan Cancuc, Chiapas, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5359","Martínez Zepeda, Violeta","2012"
"Efectos de bioles en brócoli (Brassica oleracea) y lechuga (Lactuca sativa) en la zona hortícola de Cartago, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8722","Xiu Canche, Paolo A.","2018"
"Caracterización y manejo de los huertos caseros familiares en tres grupos étnicos (Mayas peninsulares, Choles y Mestizos) del Estado de Campeche, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/684","Chi Quej, J.A.","2009"
"Artículo II. Evaluación de la eficiencia, uso y adopción de una estufa mejorada especializada en producir biocarbón en comparación con estufas de leña tradicionales en tres municipios del departamento de León, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8117","Aker Narváez, Carlos Ernesto","2014"
"Artículo I. Percepción del Programa Ganadero - PROGAN- en comunidades de Chiapas, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8129","Vargas de la Mora, Alma L.; Sepúlveda López, Claudia J.; Ibrahim, Muhammad Akbar; Jimenez Ferrer, Guillermo; Tobar López, Diego; Robalino, Juan","2014"
"Una apuesta innovadora hacia la investigación acción participativa del Programa Agroambiental Mesoamericano (MAP) en la región Trifinio”","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7752","Unknown author","2013-08-05"
"Artículo II. Diseño de líneas estratégicas para la consolidación de la paz territorial en el marco de un instrumento de ordenamiento territorial: Caso microcuencas Hatillo y Cebadero en el municipio de Albán, Nariño, Colombia","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8781","Morán Morillo, Juan C.","2018"
"Caracterización y manejo de los huertos caseros familiares en tres grupos étnicos (Mayas peninsulares, Choles y Mestizos) del Estado de Campeche, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4596","Chi Quej, Jesús A.","2009"
"Instrumento para la gestión y manejo del territorio con enfoque en la resiliencia socio-ecológica para la construcción de paz territorial en las microcuencas El Hatillo y Cebadero, municipio de Albán, Nariño, Colombia","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8767","Morán Morillo, Juan C.","2018"
"24 recetas con quinua: una opción para la seguridad alimentaria de los pueblos andinos de Colombia","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/31","Unknown author","2010"
"Planificación participativa de la red de bosques escuela en el bosque modelo Chocó Andino en Ecuador","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8664","Dorantes Palacios, Michelle E.","2017"
"Informe País 2009: Guatemala","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7877","Unknown author","2015-11-03"
"Info CATIE Guatemala","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7762","Unknown author","2013-09-04"
"Las feromonas y sus usos en el manejo integrado de plagas","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6481","Blanco Metzler, H.","2004"
"Coaching para la promoción de cambios en la comunidad y el desarrollo rural. Cuaderno de capacitación","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7016","Emery, Mary; Gutiérrez Montes, Isabel A.; Rivas Platero, Gonzalo G.","2008"
"Procedimientos para el registro, aislamiento, mantenimiento, preservación y sistematización de una colección de hongos entomopatógenos","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6705","Estrada V, M.N.; Vélez A, P.E.","2003"
"Evaluación de aceites vegetales de diferentes características secantes sobre Bemisia tabaci, en melón","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6254","Paula Neto, F.L. de; Bleicher, E.","2003"
"Colletotrichum gloeosporioides, patógeno de orquídeas en el noreste de Argentina","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5898","Cabrera, M.G.; Galmarini, M.R.; Flachsland, E.","2003"
"Cómo medir la calidad de los abonos orgánicos","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5911","Soto, G.; Meléndez, G.","2004"
"Nuevos híbridos de tomate, tolerantes al TYLCV","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6614","Piñón, M.; Gómez, O.","2003"
"Escala para estimar el daño de insectos en el maíz almacenado","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6215","Silva A, G.; Lagunes T, A.; Rodríguez, J.C.; Rodríguez L, D.","2003"
"Hacia el fortalecimiento de una agricultura familiar: pilar de los territorios rurales","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7812","Rivas Platero, Gonzalo G.; Gutiérrez Montes, Isabel A.; Ramírez Agüero, Felicia; Padilla Castillo, Danilo; Suchini, José G.; Hernández Hernández, Liseth; Rodríguez Azucena, Laura; Juárez, Modesto","2015"
"Las escuelas de campo del Programa Agroambiental Mesoamericano en la región de Trifinio: una plataforma para la gestión de conocimiento y la creación de capacidades locales hacia el desarrollo territorial sostenible","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7871","Rivas Platero, Gonzalo G.; Gutiérrez Montes, Isabel A.; Ramírez, Felicia; Padilla Castillo, Danilo; Suchini, José G.; Hernández Hernández, Liseth; Rodríguez Azucena, Laura; Juárez, Modesto; López Payés, Julio","2012"
"Evaluación participativa del aporte de fincas integrales a los servicios ecosistémicos y a la calidad de vida de las familias en el Ã rea de Conservación Tortuguero, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5080","Navarro Ortega, María A.","2012"
"Sombra y especies arbóreas en los cacaotales de Alto Beni, Bolivia","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6833","Ortiz, Meivis; Somarriba, Eduardo","2005"
"Análisis del aporte de las personas graduadas del CATIE en el desarrollo sostenible de la región (América Latina y El Caribe)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8219","García Valdiviezo, Dzoara Donaji","2016"
"Escuela de campo para promotores y promotoras de La Selva Chiapas, México. Módulo1. Desarrollo rural participativo y equitativo. Cuaderno de trabajo","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1668","Gutiérrez Montes, Isabel A.; Rivas Platero, Gonzalo G.; Yepez Pacheco, Cristina; Quintero Sánchez, Noel Noé; Pinto Decelis, Gustavo; Vega Márquez, Lina","2007"
"Injertos y otras técnicas de propagación del cacao","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7734","Somarriba, Eduardo; Astorga Domian, Carlos; Vásquez Morera, Nelly; Cerda Bustillos, Rolando; Orozco Aguilar, Luis; Quesada Chaverri, Francisco","2013-06-05"
"Bases para el manejo integrado de Thrips palmi","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5823","Vázquez M, L.L.","2003"
"Condiciones para la implementación del enfoque de cogestión de cuencas en la parte alta de la subcuenca del río Viejo, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5937","Bucardo Hernández, Elías Manolo; Jiménez Otárola, Francisco","2009"
"Material compostado y Trichoderma harzianum como supresores de Rhizoctonia solani y promotores del crecimiento de la lechuga","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6561","Yossen, V.; Vargas Gil, S.; Díaz, M.P.; Olmos, C.","2003"
"Efecto de la toxina beauvericina sobre Hypothenemus hampei","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6116","Arboleda V, J.W.; Delgado B, F.; Valencia J, A.","2003"
"Evaluación de extractos de meliáceas para el control de Heterotermes tenuis","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6262","Castiglioni, E.; Vendramim, J.D.","2003"
"Escuela de campo para promotores y promotoras de La Selva, Chiapas, México. Módulo 7. Producción ecológica de cultivos anuales comerciales: chile y tomate. Cuaderno de capacitación","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1670","Sánchez Garita, Vera; Gutiérrez Montes, Isabel A.; Rivas Platero, Gonzalo G.","2008"
"Artículo I. Efecto de la aplicación de biocarbón, gallinaza y fertilizantes sintéticos en la retención de humedad y otras características del suelo en el rendimiento de maíz (Zea mays), en tres texturas de suelo en León, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8116","Aker Narváez, Carlos Ernesto","2014"
"Artículo I. Sistemas de producción agropecuaria y su función en la prestación de servicios de provisión de alimentos en la cuenca del río Sixaola, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7111","Pinto Valencia, Paola K.","2012"
"El mito del manejo seguro de los plaguicidas en los países en desarrollo","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7188","García, Jaime E.","1999"
"Contribución de los sistemas agroforestales a la seguridad alimentaria (con énfasis en huertos caseros) de la población del Polo Agroforestal Wilson Pinheiro en Río Branco, Acre","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/952","Oliveira Pinheiro, Joseneidy Raimunda Nonata de","2013"
"Effect of nutrients supply of biomass from three types of shade trees in management systems of organic and conventional coffee","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1474","Montenegro Gracia, E.J.","2004"
"Calendarización, uso racional, sustitución o rediseño: una comparación entre horticultores orgánicos y convencionales de la zona norte de Cartago en Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/590","Clavijo Ponce, N.L.","2003"
"Calidad de vida, sistemas agroforestales y servicos ambientales en el ámbito de la gestión territorial participativa de la zona de amortiguamiento del Parque Internacional La Amistad, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/594","Franco Stuchi, J.","2010"
"Hacia la construcción de una educación popular : reconociendo nuestros recursos y aprendiendo de nuestras experiencias en Yucatán, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8527","Chan Dzul, Yamili N.","2016"
"Contribución de los sistemas agroforestales a la seguridad alimentaria (con énfasis en huertos caseros) de la población del Polo Agroforestal Wilson Pinheiro en Río Branco, Acre","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4685","Oliveira Pinheiro, Joseneidy Raimunda Nonata de","2013"
"Calidad de vida, sistemas agroforestales y servicos ambientales en el ámbito de la gestión territorial participativa de la zona de amortiguamiento del Parque Internacional La Amistad, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4555","Franco Stuchi, Julia","2010"
"Calendarización, uso racional, sustitución o rediseño: una comparación entre horticultores orgánicos y convencionales de la zona norte de Cartago en Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4553","Clavijo Ponce, Neidy L.","2003"
"Conocimiento local sobre servicios ecosistémicos de cafeticultores del Corredor Biológico Volcán Central Talamanca, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/908","Cerdán Cabrera, Carlos R.","2007"
"Conocimiento local sobre servicios ecosistémicos de cafeticultores del Corredor Biológico Volcán Central Talamanca, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4675","Cerdán Cabrera, Carlos R.","2007"
"La raíz del conocimiento científico explícito sobre el trópico americano, enclavada en el Valle de Turrialba, acto de juramentación de José Joaquín Campos como Director General del CATIE período 2008 - 2012, 29 de febrero 2008","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2802","Páez Bogarín, G.","2008"
"Conocimiento local de especies del bosque en relación con los medios de vida en Sharabata, Chirripó, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/905","Couttolenc Brenis, E.","2007"
"Barriers to the implementation of silvopastoral systems and land uses in the area of Matiguás, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/516","Alas Martínez, Juan M.","2007"
"Escuela de Campo para promotoras y promotores de la Selva. Chiapas, México. Módulo 5. Producción orgánica y agroforestal de cultivos perennes (café). Cuaderno de capacitación","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/3519","Muschler, Reinhold; Gutiérrez Montes, Isabel A.; Rivas Platero, Gonzalo G.","2007"
"La raíz del conocimiento científico explícito sobre el trópico americano, enclavada en el Valle de Turrialba, acto de juramentación de José Joaquín Campos como Director General del CATIE período 2008 - 2012, 29 de febrero 2008","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2711","Páez Bogarín, G.","2008"
"Innovaciones agroecológicas para una producción agropecuaria sostenible en la región del Trifinio","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7790","Suchini Ramírez, José Gabriel","2013-06-04"
"Utilization of endophitic fungy originated from organic banana plantations for the biological control of the burrowing nematode Radopholus similis Cobb. Thorne","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5634","Meneses Hernández, Anabella","2003"
"Evaluación del uso de estufas ecológicas, análisis de la producción y uso del biocarbón como enmienda del suelo en los rendimientos de maíz (Zea mays) en tres municipios de León, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7130","Aker Narváez, Carlos E.","2014"
"Distribución agroecológica de enfermedades del frijol en Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/6067","Araya F, C.M.; Hernández F, J.C.","2003"
"Barriers to the implementation of silvopastoral systems and land uses in the area of Matiguás, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4537","Alas Martínez, Juan M.","2007"
"Conocimiento local de especies del bosque en relación con los medios de vida en Sharabata, Chirripó, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4672","Couttolenc Brenis, Edgar","2007"
"Utilización de hongos endofíticos provenientes de banano orgánico para el control biológico del nemátodo barrenador Radopholus similis (Cobb) Thorne","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4275","Meneses Hernández, A.","2003"
"Artículo I. La agricultura protegida de pequeña escala como una alternativa de producción agrícola y seguridad alimentaria para la zona de Somoto, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8503","Rojas Castro, Usbeika I.; Hidalgo Jaminson, Eduardo; Faustino, Jorge; Vásquez Morera, Nelly","2015"
"Escuela de campo para promotoras y promotores de la Selva. Chiapas, México. Módulo 8. Sistemas silvopastoriles y apicultura. Cuaderno de capacitación","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4027","Sepúlveda López, Claudia J.; Casasola Coto, Francisco; Ibrahim, Muhammad Akbar; Villanueva, Cristóbal; Arguello, Omar; Gutiérrez Montes, Isabel A.; Rivas Platero, Gonzalo G.","2007"
"El protagonismo social de las comunidades rurales como fundamento para la cogestión adaptativa incluyente de los recursos naturales en un territorio","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/3258","Botelho, Ana C.B.","2008"
